date,MonthYear,year,time,occupancy,precinct,bbl,reason,dba,address,zip,floor,corp,sex,race,inspector,notes,buildings_violations,buildings_summonses,buildings_ecb,buildings_violationsCW,fire_violations,fire_summonses,fire_ecb,fire_violationsCW,police_summonses,police_arrests,police_ecb,health_summonses,health_arrests,health_ecb,citation-ANY,citation-YN
2/18/15,02/2015,2015,,Multiple Dwelling,PBBN,BK-01856-0047,Complaint - OSE,,"137 Decatur Street, New York, New York 11216",11216,,,,,Giglio Santiago Levine Pugach,Inspection Note: Unable To Gain Entry To Bldg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/25/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-01124-0012,Complaint - BIS,,"47 West 71st Street, New York, New York 10023",10023,,,,,Parczewski Santiago Davis,Inspection Note: Unable To Determine As Per Tenant Interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/27/15,04/2015,2015,,Multiple Dwelling,PBBN,BK-02386-21,Complaint - BIS,,"431 Grand Street, Brooklyn, New York 11211",11211,6b,,,,Davis Pugach,Inspection Note: Unable To Determine As Per Tenant Interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/3/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01426-0001,Complaint - BIS,,"201 East 71 Street, New York, New York 10021",10021,,,,,Levine Parczewski,Inspection Note: Unable To Determine Transient Use. Premises Under Renovation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/18/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-1216-47,Complaint - OSE,,"134 West 86th Street, New York, New York 10024",10024,,,,,Giglio Levine Santiago Pugach,Inspection Note: Unable To Determine Transient Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/23/15,01/2015,2015,,Multiple Dwelling,PBBS,BK-06497-0017,Complaint - BIS,,"728 East 10 Street, Brooklyn, New York 11230",11230,,,,,Davis Parczewski Santiago,Inspection Note: No Access To Bldg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/20/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-01717-0046,Complaint - BIS,,"20 West 119th Street, New York, New York 10026",10026,,,,,Davis Santiago Parczewski,Inspection Note: No Access To Bldg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/29/15,01/2015,2015,,Multiple Dwelling,PBBS,BK-08804-7503,Complaint - BIS,,"2841 Ford Street, New York, New York 11235",11235,1f,,Female,,Giglio Levine Santiago Pugach,"ECB DEPT. OF BUILDINGS 35151496Z,
ECB DEPT. OF BUILDINGS 35151501Y,
ECB FIRE DEPARTMENT OF NYC 11410252P,
ECB DEPT. OF BUILDINGS 35151502X,
FD E436228 (Served),
Inspection Note: 1 Floor Has 4 Beds. Basement Has 7 Beds",0,0,3,0,1,0,1,0,0,0,0,0,0,0,5,Yes
4/17/15,04/2015,2015,,Multiple Dwelling,PBBN,BK-02747-0013,Complaint - BIS,,"68 Jackson Street, Brooklyn, New York 11211",11211,,,,,Davis Parczewski Santiago,Inspection Note: Unable To Determine As Per Tenant Interviews.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/6/15,01/2015,2015,,Multiple Dwelling,PBBS,BK-06916-0076,Complaint - BIS,,"149 28th Avenue, Brooklyn, New York 11214",11214,,,,,Santiago Davis Parczewski,Inspection Note: Unable To Determine As Per Tenant Interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/16/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01169-7501,Complaint - BIS,,"200 West 78 Street, New York, New York 10024",10024,5d.,,,,Davis Santiago Parczewski,Inspection Note: Unable To Determine As Per Tenant 5c. Apt Empty.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/16/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01240-0036,Complaint - OSE,,"200 West 93rd Street, New York, New York 10025",10025,5j,,,,Santiago Parczewski Davis,Inspection Note: Unable To Determine As Per Tenant 5j. Tenant In 5g Seen No Activity.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/3/15,03/2015,2015,,Multiple Dwelling,PBMN,MN-01489-0037,Complaint - BIS,,"508 East 78th Street, New York, New York 10075",10075,1b & 3b.,,,,Santiago Parczewski Davis,Inspection Note: Unable To Determine. 1b Empty. 3b Long Term.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/19/15,03/2015,2015,,Multiple Dwelling,PBBS,BK-01369-0032,Complaint - BIS,,"1612 Prospect Place, Brooklyn, New York 11233",11233,,,,,Pugach Davis,Inspection Note: Unable To Determine As Per Tenant Interviews.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/27/15,04/2015,2015,,Multiple Dwelling,PBBN,BK-02549-7501,Complaint - BIS,,"122 West Street, New York, New York 11222",11222,3c & 4a.,,,,Pugach Davis,Inspection Note: Unable To Determine As Per Tenant Interviews.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/11/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-01077-0017,Complaint - BIS,,"527 West 48 Street, New York, New York 10036",10036,,,,,Santiago Davis Pugach,Inspection Note: Unable To Determine. No Exact Location Given.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/13/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-02180-0530,Complaint - BIS,,"213 Bennett Avenue, New York, New York 10040",10040,"2,3,5f Floor",,,,Davis Parczewski,Inspection Note: Unable To Determine. All Long Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/12/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00590-0001,Complaint - BIS,,"37 Cornelia Street, New York, New York 10014",10014,,,,,Giglio Levine Santiago Pugach,Inspection Note: Unable To Gain Entry To Apts. Apt 2 Being Renovated Permit On Door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/19/15,03/2015,2015,,Multiple Dwelling,PBBN,BK-01258-0001,Complaint - BIS,,"273 Kingston Avenue, New York, New York 11213",11213,,,,,Pugach Davis,Inspection Note: No Access To Bldg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/10/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00572-0072,Complaint - BIS,,"57 West 8 Street, New York, New York 10011",10011,3d,,,,Davis Pugach Santiago,Inspection Note: No Access 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/17/15,03/2015,2015,,Multiple Dwelling,PBMS,MN-00032-7501,Investigation,,"55 Water Street, New York, New York 10004",10004,506,,,,Davis Giglio Parczewski Santiago,Inspection Note: No Access.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/10/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00303-0005,Complaint - BIS,,"149 Canal Street, New York, New York 10002",10002,3 & 4 & 5 Floor,,Male,,Parczewski Davis,"ECB DEPT. OF BUILDINGS 35151537X,
ECB DEPT. OF BUILDINGS 35151638H,
Inspection Note: Swo Issued. Unable To Determine. Apts Vacant.",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Yes
1/14/15,01/2015,2015,,Multiple Dwelling,PBQN,QN-05134-7501,Complaint - BIS,,"42-20 Kissena Boulevard, New York, New York 11355",11355,,,Male,,Giglio Pugach Levine Santiago,"ECB DEPT. OF BUILDINGS 35151437Z,
Inspection Note: According To Apic Hotel Was Evicted. Illegal Construction Being Done In Bldg 4 #c3. Viols Issued. Building 3 # A7 Unable To Gain Entry",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
2/4/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00500-0005,Complaint - OSE,,"108 Wooster Street, New York, New York 10012",10012,,,,,Giglio Santiago Levine Pugach,Inspection Note: Unable To Gain Entry To Apt 5a Or 5b. XXXXXX Confirms Diff People In 5a Every Few Weeks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/19/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00760-0004,Complaint - BIS,,"474 9th Avenue, New York, New York 10018",10018,"2b,3c,5d",,,,Giglio Parczewski,Inspection Note: No Access To Apts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/10/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00027-7501,Complaint - BIS,,"55 Wall Street, New York, New York 10005",10005,#624,,,,Santiago Pugach Davis,Inspection Note: Unable To Determine As Per Tenant Interview. 6 Mo. Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/10/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-00069-0032,Complaint - OSE,,"116 John Street, New York, New York 10038",10038,#1406,,Male,,Pugach Davis D.Lepard,"ECB DEPT. OF BUILDINGS 35151791L,
ECB DOB 35151795Z,
ECB DEPT. OF BUILDINGS 35151792N,
ECB DEPT. OF BUILDINGS 35161793P,
Room 1406: 1 Occupants ( - ) Origin: Peabody, Ma Booking: Other,
-Interview Notes: XXXXXX 02/14/1978. $740month.,
Room 1406: 1 Occupants ( - 04/30/2015) Origin: United Kingdom Booking: Craigslist,
-Interview Notes: XXXXXX .. $740month.,
Room 1406: 1 Occupants ( - ) Origin: Ny.Ny. Booking: Craigslist,
-Interview Notes: $700 Month. XXXXXX.,
Room 1406: 1 Occupants ( - ) Origin: Pittsburgh, Pa Booking: Other,
-Interview Notes: XXXXXX. $740month.",0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,Yes
1/14/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01563-0030,Complaint - BIS,,"450 East 84 Street, New York, New York 10028",10028,,,,,Parczewski Davis,Inspection Note: Unable To Determine As Per Tenant Interview 1r. No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/20/15,04/2015,2015,,Multiple Dwelling,PBMN,MN-02086-0054,Complaint - BIS,,"604 Riverside Drive, New York, New York 10031",10031,5a,,,,Pugach Davis Giglio,Inspection Note: Unable To Determine As Per Tenant Interview. Yunis Lau.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/24/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-01363-0001,Complaint - BIS,,"405 East 51 Street, New York, New York 10022",10022,5h,,,,Santiago Pugach Giglio,Inspection Note: Neighbor And Super Both State A New Tenant Has Moved In Within The Month And Has A Long Term Lease. Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/9/15,02/2015,2015,,Multiple Dwelling,PBBN,BK-01827-0002,Complaint - BIS,,"101 Jefferson Avenue, New York, New York 11216",11216,Cellar,,Male,,Pugach Giglio Davis,"ECB DEPT. OF BUILDINGS 35151519M,
ECB DEPT. OF BUILDINGS 35151520J,
ECB DEPT. OF BUILDINGS 35251521L,
Inspection Note: Cellar Room B Accessed By Tenant XXXXXX. 2 People Living In Room ""bb"" W/o Required Means Of Egress. Vios Issued. 1st Floor Tenant States Street Level Apts Are Sometimes Used Like Airbnb Rentals. Research Indicates ""brooklyn Houze"" A Hostel, Is Located At Location. Street Level Apt Is Occupied By Husband, Wife And Child. No Evidence Of Transient Use.",0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,Yes
4/2/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-01055-0041,Complaint - BIS,,"412 West 46 Street, New York, New York 10036",10036,Thruout,,,,Giglio Santiago Pugach,"Inspection Note: As Per XXXXXX, 5th Floor Is Vacant Due To Fire, 4th Floor Has One Tenant, And Apt 1a Is Run As A Hotel. No Access To 1a. Return Visit Needed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/8/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00353-7503,Complaint - BIS,,"115 Norfolk Street, New York, New York 10002",10002,Apt 202,,,,Santiago Pugach Giglio,Inspection Note: Occupant XXXXXX States He Rented Room From XXXXXX ( A Family Friend ) For 2 Weeks With No Consideration Paid. He Is Leaving 1/16.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/28/15,04/2015,2015,,Multiple Dwelling,PBQN,"QN-5136-7501, QN-05136-7501",Complaint - BIS,,"4260 Colden Street, New York, New York 11355",11355,1b & Basement.,,,,Pugach Santiago Davis,Inspection Note: No Access To Apt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/6/15,01/2015,2015,,Multiple Dwelling,PBBS,BK-00802-0023,Complaint - BIS,,"740 51 Street, Brooklyn, New York 11220",11220,,,,,Parczewski Santiago Davis,Inspection Note: No Access 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/27/15,04/2015,2015,,Multiple Dwelling,PBQN,QN-05184-0041,Complaint - BIS,,"143-49 Ash Avenue, Flushing, New York 11355",11355,,,,,Davis Pugach,Inspection Note: No Access 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/16/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-01271-0027,Investigation,,"15 West 55th Street, New York, New York 10019",10019,4th Floor,,,,Davis Pugach Santiago Giglio,Inspection Note: 4th Floor Negative Results. All Iong Term .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/31/15,03/2015,2015,,Multiple Dwelling,PBMN,MN-01146-0052,Complaint - BIS,,"140 West 75 Street, New York, New York 10023",10023,,,Male,,Santiago Giglio Parczewski Pugach,"Inspection Note: Based On Physical Inspection, Unable To Determine Transient Use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/3/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01428-0120,Complaint - BIS,,"239 East 73 Street, New York, New York 10021",10021,,,,,Parczewski Levine,Inspection Note: Unable To Determine Transient Use Based On Occupant Interviews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/23/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00053-7501,Complaint - BIS,,"120 Greenwich Street, New York, New York 10006",10006,Unknown,,,,Parczewski Davis Giglio,"Inspection Note: Apts 12a,12c,9c,5a Interviewed And Permanent Tenants. Apt 9a Advertised On Priceline, No Access. XXXXXX State Apt 2b Has A Lot Of People Staying At The Owners Request., Possibly Transient.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/20/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-01929-0126,Complaint - BIS,,"207 West 123 Street, New York, New York 10027",10027,,,,,Davis Santiago Parczewski,Inspection Note: No Access To Bldg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/18/15,02/2015,2015,,Multiple Dwelling,PBBN,BK-01961-0008,Complaint - OSE,,"440 Waverly Avenue, New York, New York 11238",11238,,,,,Levine Giglio Pugach Santiago,Inspection Note: Unable To Gain Entry To Bldg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/23/15,01/2015,2015,,Multiple Dwelling,PBBS,BK-05314-0019,Complaint - BIS,,"166 Dahill Road, Brooklyn, New York 11218",11218,Cellar,,,,Davis Santiago Parczewski,Inspection Note: No Access To Apt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/9/15,03/2015,2015,,Multiple Dwelling,PBBN,BK-01768-0024,Complaint - BIS,,"616 Willoughby Avenue, Brooklyn, New York 11206",11206,,,,,Pugach Parczewski Davis,Inspection Note: No Access 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/9/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-00716-0062,Investigation,,"448 West 19th Street, New York, New York 10011",10011,2ab,,,,Santiago Davis Parczewski Giglio,Inspection Note: Access Denied 2nd Attempt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/9/15,03/2015,2015,,Multiple Dwelling,PBBN,BK-01832-0057,Complaint - BIS,,"135 Hancock Street, Brooklyn, New York 11216",11216,,,,,Davis Pugach Parczewski,Inspection Note: Unable To Determine. Long Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/8/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-01082-7501,Complaint - BIS,,"555 West 53rd Street, New York, New York 10019",10019,"124,915,459,661,541,000,000,000,000,000,000,000",,,,Giglio Santiago Pugach,"Inspection Note: Based On Tenant Interviews, Unable To Determine Transient Use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/3/15,03/2015,2015,,Multiple Dwelling,PBMS,MN-01059-0054,Complaint - OSE,,"442 West 50th Street, New York, New York",,3w/ 4w,,,,Giglio Pugach,"Inspection Note: Based On Tenant Interviews, Unable To Determine Transient Use At This Time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/3/15,03/2015,2015,,Multiple Dwelling,PBMN,MN-01448-0028,Complaint - BIS,,"1371 1st Avenue, New York, New York 10021",10021,,,,,Parczewski Santiago Davis,Inspection Note: Unable To Determine. No Access To Apts On 3fl & 5fl. 4r N/a. 4fn/4fs L/t. Possible Activity As Per 1r.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/4/15,03/2015,2015,,Multiple Dwelling,PBMN,MN-02057-0051,Complaint - BIS,,"464 West 141 Street, New York, New York 10031",10031,,,,,Davis Parczewski,Inspection Note: Unable To Determine As Per Inspection /interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/22/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00492-7503,Complaint - BIS,,"200 Bowery, New York, New York 10012",10012,8a,,,,Santiago Giglio Pugach,Inspection Note: Tenant States Their Lease Is Not Being Renewed And They Are Leaving In March.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/3/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01115-7501,Complaint - BIS,,"7 West 62 Street, New York, New York 10023",10023,,,,,Pugach Santiago Giglio,Inspection Note: No Specific Apts Given. Unable To Determine Transient Use.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/12/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00399-0035,Complaint - OSE,,"44 Avenue B, New York, New York 10009",10009,,,,,Giglio Pugach,"Inspection Note: Based On Tenant Interviews, Unable To Determine Transient Use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/20/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00803-7501,Complaint - BIS,,"315 7th Avenue, New York, New York 10001",10001,5a & 15d.,,,,Parczewski Santiago Davis,Inspection Note: No Access 5a. Apt 15d F/a States It's Her Boyfriend Apt. Staying More Than A Month. Tenant Is XXXXXX.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/24/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-764-42,Complaint - BIS,,"200 West 15th Street, New York, New York 10011",10011,14e.,,,,Parczewski Davis,Inspection Note: Unable To Determine As Per Tenant Interview. Tenant Since December.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/6/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00447-0023,Complaint - BIS/OSE,,"334 East 6th Street, New York, New York 10003",10003,Apt,,,,Levine Giglio Pugach,Inspection Note: Tennant XXXXXX Says She Rented For 5 Days In The Past When She Was Away And Would Discontinue The Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/6/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-01563-0121,Complaint - BIS,,"453 East 83 Street, New York, New York 10028",10028,6b,,,,Santiago Parczewski Davis,Inspection Note: Unable To Determine. No Such Apt. No Access To Top 5th Fl Apt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/6/15,01/2015,2015,,Multiple Dwelling,PBBS,BK-08804-7503,Complaint - BIS,,"2841 Ford Street, New York, New York 11235",11235,,,,,Parczewski Santiago Davis,Inspection Note: No Access To Bldg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/11/15,02/2015,2015,,Multiple Dwelling,PBBS,BK-05314-0019,Complaint - BIS,,"166 Dahill Road, Brooklyn, New York 11218",11218,Cellar,,,,Parczewski Davis,"Inspection Note: Unable To Determine As Per Tenant, XXXXXX, Cellar Is Storage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/16/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01226-0039,Complaint - BIS,,"106 West 96 Street, New York, New York 10025",10025,3c,,,,Parczewski Davis Santiago,Inspection Note: Unable To Determine As Per Tenant 3a. No Activity.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/10/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01720-7501,Complaint - BIS,,"4 Mount Morris Park West, New York, New York 10027",10027,,,,,Levine Parczewski,Inspection Note: Unable To Gain Entry To Bldg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/20/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-01828-0125,Complaint - BIS,,"221 West 112th Street, New York, New York 10026",10026,,,,,Santiago Parczewski Davis,Inspection Note: No Access To Bldg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/21/15,04/2015,2015,,Multiple Dwelling,PBQN,QN-05013-0059,Complaint - OSE,,,,4th,,,,Davis Pugach Giglio,Inspection Note: No Violations Observed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/6/15,02/2015,2015,,Multiple Dwelling,PBMN,MN-01435-0026,Complaint - BIS,,"1103 1 Avenue, New York, New York 10065",10065,724,,,,Santiago Davis Parczewski,Inspection Note: No Access To Apt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/25/15,02/2015,2015,,Multiple Dwelling,PBMN,"MN-1124-01, MN-01124-0001",Complaint - BIS,,"241 Columbus Avenue, New York, New York 10023",10023,1a,,,,Parczewski Santiago Davis,Inspection Note: No Access To Apt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/20/15,03/2015,2015,,Multiple Dwelling,PBMS,MN-00766-0029,Posting,,"221 West 16th Street, New York, New York 10011",10011,,,,,Pugach Davis Santiago Parczewski,Inspection Note: Post,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/18/15,03/2015,2015,,Multiple Dwelling,PBBN,BK-02505-0025,Complaint - BIS,,"184 Eagle Street, New York, New York 11222",11222,,,,,Parczewski Davis,Inspection Note: Unable To Determine Ad Per Tenant Interviews.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/25/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-01125-7501,Complaint - BIS,,"41 West 72nd Street, New York, New York 10023",10023,16 & 17 Fl.,,,,Santiago Parczewski Davis,Inspection Note: Possible Activity 17c As Per 17e. 17a L/t. All Other 17fl N/a. 16b & 16h L/t. All Other 16fl N/a.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/4/15,03/2015,2015,,Multiple Dwelling,PBMN,MN-01210-7502,Complaint - BIS,,"186 West 80 Street, New York, New York 10024",10024,8f,,,,Davis Parczewski,Inspection Note: Unable To Determine As Per Interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3/10/15,03/2015,2015,,Multiple Dwelling,PBBN,BK-01786-0018,Complaint - BIS,,"264 Kosciusko Street, Brooklyn, New York",,3fl.,,,,Parczewski Pugach Davis,"ECB DEPT. OF BUILDINGS 35151655R,
ECB DEPT. OF BUILDINGS 35151653N,
ECB DEPT. OF BUILDINGS 35151656Z,
ECB DEPT. OF BUILDINGS 35151651J,
ECB DEPT. OF BUILDINGS 35151654P,
ECB DEPT. OF BUILDINGS 35151650H,
ECB DEPT. OF BUILDINGS 35151652L,
Inspection Note: 3 Bedrooms W/ 2 Sets Of Bunk Beds Each. 9 Occupants.,
Room 1rn: 1 Occupants (02/26/2015 - 03/15/2015) Origin: Brooklyn Booking: Airbnb,
-Interview Notes: Airbnb,
Room 1rn: 1 Occupants (02/25/2015 - 03/30/2015) Origin: Ohio Booking: Airbnb,
-Interview Notes:,
Room 1rn: 1 Occupants (03/01/2015 - 03/21/2015) Origin: Brooklyn Booking: Airbnb,
-Interview Notes: $30/day,
Room 1rs: 3 Occupants (02/10/2015 - 03/17/2015) Origin: Africa Booking: Booking.Com,
-Interview Notes:",0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,Yes
4/11/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-01036-0002,Complaint - BIS,,"644 9 Avenue, New York, New York 10036",10036,1rs,,,,Santiago Pugach Davis,Inspection Note: Unable To Determine As Per Tenant Interview. Staying With Friend. Lease Is XXXXXX.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/13/15,01/2015,2015,,Multiple Dwelling,PBMS,"MN-00892-0071, MN-892-71",Complaint - BIS,,"124 East 37 Street, New York, New York 10016",10016,,,,,Parczewski Davis,Inspection Note: No Access To Bldg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/13/15,04/2015,2015,,Multiple Dwelling,PBBS,BK-01379-0004,Complaint - OSE,,"229 Utica Avenue, Brooklyn, New York 11213",11213,,,,,Giglio Parczewski Pugach Santiago Davis,Inspection Note: No Access To Bldg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/10/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01906-0036,Complaint - BIS,,"239 Lenox Avenue, New York, New York",,,,,,Levine Parczewski,Inspection Note: Complaint Goes To 239 Lenox Avenue Unable To Gain Entry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/7/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-01060-0039,Complaint - BIS,,"408 West 51 Street, New York, New York 10019",10019,,,,,Levine Parczewski,Inspection Note: Unable To Gain Entry To Apt 103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/19/15,02/2015,2015,,Multiple Dwelling,PBMS,MN-00882-0028,Complaint - OSE,,"95 Lexington Avenue, New York, New York 10016",10016,,,,,Pugach Santiago Giglio Levine,Inspection Note: Unable To Gain Entry To Apt 1h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/10/15,01/2015,2015,,Multiple Dwelling,PBMS,"MN-00033-0011, MN-33-11",Complaint - BIS,,"95 Wall Street, New York, New York 10005",10005,#2219,,,,Davis Santiago Pugach,"Inspection Note: Unable To Determine As Per Tenant Interview XXXXXX, 1 Yr Lease.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/10/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01717-0002,Complaint - BIS,,"162 Lenox Avenue, New York, New York 10026",10026,,,,,Parczewski Levine,Inspection Note: Unable To Determine Transient Use Based On Occupant Interviews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/14/15,04/2015,2015,,Multiple Dwelling,PBMS,MN-00343-1038,Complaint - OSE,,"78 Ridge Street, New York, New York 10002",10002,5b,,,,Pugach Giglio,Inspection Note: No Access To Apt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/11/15,02/2015,2015,,Multiple Dwelling,PBBS,BK-05272-0043,Complaint - BIS,,"73 East 3rd Street, New York, New York 11218",11218,Cellar,,,,Parczewski Davis,Inspection Note: No Access 2nd Visit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/3/15,01/2015,2015,,Multiple Dwelling,PBMN,MN-01399-0058,Complaint - BIS,,"860 Lexington Avenue, New York, New York 10065",10065,,,,,Levine Parczewski,Inspection Note: Bldg Under Construction. Permits On Door. Unable To Enter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/15/15,01/2015,2015,,Multiple Dwelling,PBMS,MN-00548-0070,Complaint - BIS,,"300 Mercer Street, New York, New York 10003",10003,,,,,Santiago Giglio Levine Pugach,Inspection Note: Unable To Determine Transient Use Based On Occupant Interview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
